County,FIPSC,FIPS,State,2018,2019,2020
Jasper,13159,013159,Georgia,"37,560","38,411","40,541"
Jeff Davis,13161,013161,Georgia,"29,901","31,948","34,341"
Jefferson,13163,013163,Georgia,"32,684","34,766","39,544"
Jenkins,13165,013165,Georgia,"28,688","30,524","33,497"
Johnson,13167,013167,Georgia,"24,822","25,343","27,965"
Jones,13169,013169,Georgia,"37,154","38,843","41,436"
Lamar,13171,013171,Georgia,"33,093","34,457","37,303"
Lanier,13173,013173,Georgia,"27,463","28,598","31,021"
Laurens,13175,013175,Georgia,"37,385","38,249","41,650"
Lee,13177,013177,Georgia,"46,245","47,926","51,908"
Liberty,13179,013179,Georgia,"36,766","36,969","40,087"
Lincoln,13181,013181,Georgia,"36,247","37,797","40,424"
Long,13183,013183,Georgia,"27,610","28,002","29,738"
Lowndes,13185,013185,Georgia,"37,150","38,136","41,117"
Lumpkin,13187,013187,Georgia,"38,117","39,041","41,181"
McDuffie,13189,013189,Georgia,"35,763","37,740","41,111"
McIntosh,13191,013191,Georgia,"31,032","31,770","34,500"
Macon,13193,013193,Georgia,"29,773","31,843","33,955"
Madison,13195,013195,Georgia,"37,075","37,625","38,890"
Marion,13197,013197,Georgia,"29,193","29,832","31,621"
Meriwether,13199,013199,Georgia,"34,437","35,604","39,121"
Miller,13201,013201,Georgia,"43,499","46,158","49,844"
Mitchell,13205,013205,Georgia,"33,947","36,448","39,711"
Monroe,13207,013207,Georgia,"44,774","46,580","48,985"
Montgomery,13209,013209,Georgia,"29,016","30,196","34,061"
Morgan,13211,013211,Georgia,"50,724","52,550","55,032"
Murray,13213,013213,Georgia,"30,402","31,148","33,841"
Muscogee,13215,013215,Georgia,"43,215","44,896","48,080"
Newton,13217,013217,Georgia,"34,033","34,829","38,256"
Oconee,13219,013219,Georgia,"66,432","71,604","71,768"
Oglethorpe,13221,013221,Georgia,"36,686","37,243","38,236"
Paulding,13223,013223,Georgia,"38,249","39,309","42,595"
Peach,13225,013225,Georgia,"36,947","38,915","41,931"
Pickens,13227,013227,Georgia,"47,461","48,712","50,868"
Pierce,13229,013229,Georgia,"35,671","36,889","39,979"
Pike,13231,013231,Georgia,"40,168","41,710","44,311"
Polk,13233,013233,Georgia,"32,097","33,470","36,190"
Pulaski,13235,013235,Georgia,"30,734","31,876","34,636"
Putnam,13237,013237,Georgia,"43,753","45,402","48,498"
Quitman,13239,013239,Georgia,"30,839","30,994","34,810"
Rabun,13241,013241,Georgia,"40,470","41,317","44,160"
Randolph,13243,013243,Georgia,"31,828","33,565","37,204"
Richmond,13245,013245,Georgia,"37,321","38,663","41,999"
Rockdale,13247,013247,Georgia,"35,074","36,434","40,051"
Schley,13249,013249,Georgia,"31,890","33,278","35,588"
Screven,13251,013251,Georgia,"33,563","34,880","37,694"
Seminole,13253,013253,Georgia,"41,511","45,837","48,082"
Spalding,13255,013255,Georgia,"34,319","35,579","38,792"
Stephens,13257,013257,Georgia,"36,804","37,417","40,153"
Stewart,13259,013259,Georgia,"21,687","22,591","25,041"
Sumter,13261,013261,Georgia,"35,051","37,011","40,387"
Talbot,13263,013263,Georgia,"33,694","35,033","38,621"
Taliaferro,13265,013265,Georgia,"32,818","36,923","36,860"
Tattnall,13267,013267,Georgia,"28,268","28,462","30,222"
Taylor,13269,013269,Georgia,"30,456","32,157","33,630"
Telfair,13271,013271,Georgia,"20,755","20,826","22,644"
Terrell,13273,013273,Georgia,"38,739","41,393","44,976"
Thomas,13275,013275,Georgia,"44,536","45,470","49,443"
Tift,13277,013277,Georgia,"37,273","38,346","42,279"
Toombs,13279,013279,Georgia,"34,881","35,912","40,041"
Towns,13281,013281,Georgia,"38,273","40,105","42,908"
Treutlen,13283,013283,Georgia,"28,662","28,946","31,899"
Troup,13285,013285,Georgia,"35,676","37,461","40,920"
Turner,13287,013287,Georgia,"33,394","36,111","39,281"
Twiggs,13289,013289,Georgia,"40,393","40,913","44,686"
Union,13291,013291,Georgia,"36,919","38,294","39,839"
Upson,13293,013293,Georgia,"34,893","36,600","39,391"
Walker,13295,013295,Georgia,"32,834","33,883","36,157"
Walton,13297,013297,Georgia,"41,047","42,588","44,977"
Ware,13299,013299,Georgia,"33,082","33,737","37,306"
Warren,13301,013301,Georgia,"33,999","36,015","39,545"
Washington,13303,013303,Georgia,"34,685","35,889","39,151"
Wayne,13305,013305,Georgia,"31,330","31,927","34,877"
Webster,13307,013307,Georgia,"32,221","33,487","36,032"
Wheeler,13309,013309,Georgia,"18,465","18,944","21,087"
White,13311,013311,Georgia,"35,641","36,814","38,858"
Whitfield,13313,013313,Georgia,"39,105","40,622","43,456"
Wilcox,13315,013315,Georgia,"26,687","28,621","29,895"
Wilkes,13317,013317,Georgia,"40,172","41,337","42,093"
Wilkinson,13319,013319,Georgia,"35,334","37,209","40,158"
Worth,13321,013321,Georgia,"34,010","36,250","39,102"
Ada,16001,016001,Idaho,"53,014","54,506","57,215"
Adams,16003,016003,Idaho,"36,701","39,154","41,066"
Bannock,16005,016005,Idaho,"37,202","38,595","41,272"
Bear Lake,16007,016007,Idaho,"39,545","42,115","46,370"
Benewah,16009,016009,Idaho,"37,448","39,409","42,803"
Bingham,16011,016011,Idaho,"35,323","37,758","42,541"
Blaine,16013,016013,Idaho,"112,089","116,542","117,681"
Boise,16015,016015,Idaho,"40,739","42,821","45,422"
Bonner,16017,016017,Idaho,"40,496","42,190","44,751"
Bonneville,16019,016019,Idaho,"48,007","52,881","54,601"
Boundary,16021,016021,Idaho,"36,048","37,189","39,272"
Butte,16023,016023,Idaho,"39,925","43,651","51,370"
Camas,16025,016025,Idaho,"43,000","51,540","53,373"
Canyon,16027,016027,Idaho,"33,435","34,640","37,611"
Caribou,16029,016029,Idaho,"38,219","41,449","48,595"
Cassia,16031,016031,Idaho,"43,245","46,027","51,149"
Clark,16033,016033,Idaho,"43,783","41,440","47,615"
Clearwater,16035,016035,Idaho,"35,043","35,730","39,140"
Custer,16037,016037,Idaho,"41,773","43,698","48,718"
Elmore,16039,016039,Idaho,"36,582","39,539","42,033"
Franklin,16041,016041,Idaho,"34,420","36,580","40,495"
Fremont,16043,016043,Idaho,"34,443","37,292","40,803"
Gem,16045,016045,Idaho,"37,755","39,663","42,561"
Gooding,16047,016047,Idaho,"52,886","59,569","68,597"
Idaho,16049,016049,Idaho,"33,955","35,343","39,182"
Jefferson,16051,016051,Idaho,"34,559","36,926","40,288"
Jerome,16053,016053,Idaho,"35,514","38,003","42,332"
Kootenai,16055,016055,Idaho,"45,311","46,762","48,953"
Latah,16057,016057,Idaho,"39,641","41,442","43,944"
Lemhi,16059,016059,Idaho,"40,720","43,160","47,981"
Lewis,16061,016061,Idaho,"46,246","48,762","54,918"
Lincoln,16063,016063,Idaho,"34,792","40,318","45,593"
Madison,16065,016065,Idaho,"27,165","28,436","30,838"
Minidoka,16067,016067,Idaho,"38,181","40,939","46,743"
Nez Perce,16069,016069,Idaho,"44,373","46,305","50,550"
Oneida,16071,016071,Idaho,"35,345","38,399","43,117"
Owyhee,16073,016073,Idaho,"35,423","38,606","42,616"
Payette,16075,016075,Idaho,"39,461","41,274","44,312"
Power,16077,016077,Idaho,"37,770","42,421","52,807"
Shoshone,16079,016079,Idaho,"35,168","36,063","40,953"
Teton,16081,016081,Idaho,"39,527","41,258","43,521"
Twin Falls,16083,016083,Idaho,"39,698","41,092","44,112"
Valley,16085,016085,Idaho,"48,829","50,329","52,298"
Washington,16087,016087,Idaho,"34,706","36,515","40,050"
Adams,17001,017001,Illinois,"46,466","47,593","51,779"
Alexander,17003,017003,Illinois,"34,510","37,560","43,272"
Bond,17005,017005,Illinois,"36,565","38,008","41,745"
Boone,17007,017007,Illinois,"47,321","48,062","51,066"
Brown,17009,017009,Illinois,"34,867","36,759","41,094"
Bureau,17011,017011,Illinois,"40,682","42,352","47,081"
Calhoun,17013,017013,Illinois,"41,418","43,234","47,665"
Carroll,17015,017015,Illinois,"43,501","44,351","50,871"
Cass,17017,017017,Illinois,"39,935","41,180","48,079"
Champaign,17019,017019,Illinois,"44,277","45,591","49,187"
Christian,17021,017021,Illinois,"41,014","42,155","46,873"
Clark,17023,017023,Illinois,"41,026","41,993","46,560"
Clay,17025,017025,Illinois,"40,226","39,623","45,559"
Clinton,17027,017027,Illinois,"46,004","48,033","51,095"
Coles,17029,017029,Illinois,"39,952","42,106","45,967"
Cook,17031,017031,Illinois,"63,491","65,817","69,935"
Crawford,17033,017033,Illinois,"45,127","46,662","50,986"
Cumberland,17035,017035,Illinois,"73,616","73,276","80,116"
DeKalb,17037,017037,Illinois,"40,515","41,918","45,555"
De Witt,17039,017039,Illinois,"46,775","46,742","53,339"
Douglas,17041,017041,Illinois,"50,454","51,099","55,721"
DuPage,17043,017043,Illinois,"73,559","76,331","79,127"
Edgar,17045,017045,Illinois,"40,698","41,635","48,411"
Edwards,17047,017047,Illinois,"40,053","40,659","45,295"
Effingham,17049,017049,Illinois,"49,214","50,707","54,838"
Fayette,17051,017051,Illinois,"35,232","36,244","40,786"
Ford,17053,017053,Illinois,"48,240","51,927","58,512"
Franklin,17055,017055,Illinois,"36,944","37,648","41,625"
Fulton,17057,017057,Illinois,"37,411","38,014","42,264"
Gallatin,17059,017059,Illinois,"39,824","42,731","48,856"
Greene,17061,017061,Illinois,"35,421","35,876","42,437"
Grundy,17063,017063,Illinois,"54,647","59,397","61,862"
Hamilton,17065,017065,Illinois,"42,266","43,371","48,255"
Hancock,17067,017067,Illinois,"43,445","44,482","51,388"
Hardin,17069,017069,Illinois,"36,414","37,228","40,720"
Henderson,17071,017071,Illinois,"41,700","41,304","48,805"
Henry,17073,017073,Illinois,"45,006","46,088","51,103"
Iroquois,17075,017075,Illinois,"42,897","44,138","51,824"
Jackson,17077,017077,Illinois,"36,450","37,345","40,297"
Jasper,17079,017079,Illinois,"40,616","41,157","48,090"
Jefferson,17081,017081,Illinois,"39,183","40,141","44,163"
Jersey,17083,017083,Illinois,"41,665","42,742","46,828"
Jo Daviess,17085,017085,Illinois,"47,262","48,547","53,399"
Johnson,17087,017087,Illinois,"35,890","36,561","39,793"
Kane,17089,017089,Illinois,"51,393","52,654","55,976"
Kankakee,17091,017091,Illinois,"41,173","42,857","46,988"
Kendall,17093,017093,Illinois,"49,244","50,577","53,998"
Knox,17095,017095,Illinois,"38,982","39,567","44,921"
Lake,17097,017097,Illinois,"79,644","82,580","85,159"
LaSalle,17099,017099,Illinois,"44,203","45,403","49,292"
Lawrence,17101,017101,Illinois,"30,328","30,565","35,878"
Lee,17103,017103,Illinois,"41,131","42,167","47,249"
Livingston,17105,017105,Illinois,"44,522","44,840","52,100"
Logan,17107,017107,Illinois,"36,635","37,131","41,682"
McDonough,17109,017109,Illinois,"37,728","37,675","41,685"
McHenry,17111,017111,Illinois,"55,474","57,126","60,097"
McLean,17113,017113,Illinois,"49,302","49,760","54,639"
Macon,17115,017115,Illinois,"47,662","48,151","52,196"
Macoupin,17117,017117,Illinois,"40,607","41,715","45,948"
Madison,17119,017119,Illinois,"46,273","48,261","51,433"
Marion,17121,017121,Illinois,"41,322","42,636","46,966"
Marshall,17123,017123,Illinois,"45,334","45,100","51,165"
Mason,17125,017125,Illinois,"40,755","40,716","47,178"
Massac,17127,017127,Illinois,"37,138","39,601","44,089"
Menard,17129,017129,Illinois,"45,609","46,531","51,028"
Mercer,17131,017131,Illinois,"46,083","46,961","53,966"
Monroe,17133,017133,Illinois,"57,014","58,637","61,366"
Montgomery,17135,017135,Illinois,"35,146","35,771","40,180"
Morgan,17137,017137,Illinois,"39,039","39,832","43,763"
Moultrie,17139,017139,Illinois,"63,193","68,682","69,297"
Ogle,17141,017141,Illinois,"45,986","46,704","50,110"
Peoria,17143,017143,Illinois,"49,828","50,668","54,609"
Perry,17145,017145,Illinois,"36,623","37,749","41,366"
Piatt,17147,017147,Illinois,"53,874","54,025","59,952"
Pike,17149,017149,Illinois,"40,132","40,887","47,052"
Pope,17151,017151,Illinois,"28,930","29,451","33,286"
Pulaski,17153,017153,Illinois,"36,034","37,776","43,533"
Putnam,17155,017155,Illinois,"58,408","64,023","66,839"
Randolph,17157,017157,Illinois,"36,105","37,946","41,919"
Richland,17159,017159,Illinois,"40,796","41,737","46,318"
Rock Island,17161,017161,Illinois,"44,137","44,418","48,492"
St. Clair,17163,017163,Illinois,"44,570","46,124","49,646"
Saline,17165,017165,Illinois,"39,105","40,205","44,321"
Sangamon,17167,017167,Illinois,"47,769","49,380","52,891"
Schuyler,17169,017169,Illinois,"41,546","43,995","49,505"
Scott,17171,017171,Illinois,"41,434","40,736","47,152"
Shelby,17173,017173,Illinois,"39,748","39,898","45,745"
Stark,17175,017175,Illinois,"43,303","42,358","51,267"
Stephenson,17177,017177,Illinois,"41,701","43,106","46,534"
Tazewell,17179,017179,Illinois,"47,615","48,302","51,920"
Union,17181,017181,Illinois,"41,842","43,107","48,028"
Vermilion,17183,017183,Illinois,"38,433","39,696","44,533"
Wabash,17185,017185,Illinois,"42,412","43,194","47,543"
Warren,17187,017187,Illinois,"40,693","40,489","47,232"
Washington,17189,017189,Illinois,"47,238","48,131","53,789"
Wayne,17191,017191,Illinois,"37,839","38,950","44,127"
White,17193,017193,Illinois,"48,533","48,700","52,223"
Whiteside,17195,017195,Illinois,"43,056","44,170","48,757"
Will,17197,017197,Illinois,"53,125","54,456","57,700"
Williamson,17199,017199,Illinois,"44,050","45,418","48,625"
Winnebago,17201,017201,Illinois,"43,166","43,972","47,404"
Woodford,17203,017203,Illinois,"52,346","52,845","56,797"
Adams,18001,018001,Indiana,"39,244","39,986","42,452"
Allen,18003,018003,Indiana,"46,677","47,828","50,327"
Bartholomew,18005,018005,Indiana,"51,441","53,268","55,804"
Benton,18007,018007,Indiana,"40,345","41,575","48,450"
Blackford,18009,018009,Indiana,"37,179","38,529","41,561"
Boone,18011,018011,Indiana,"74,825","77,641","80,314"
Brown,18013,018013,Indiana,"47,440","49,687","51,505"
Carroll,18015,018015,Indiana,"42,307","43,243","46,792"
Cass,18017,018017,Indiana,"38,531","40,398","44,305"
Clark,18019,018019,Indiana,"43,880","45,231","48,210"
Clay,18021,018021,Indiana,"37,546","38,246","41,941"
Clinton,18023,018023,Indiana,"38,878","39,760","43,027"
Crawford,18025,018025,Indiana,"33,834","34,790","38,276"
Daviess,18027,018027,Indiana,"42,512","44,086","47,919"
Dearborn,18029,018029,Indiana,"47,799","50,207","52,778"
Decatur,18031,018031,Indiana,"42,470","44,414","48,033"
DeKalb,18033,018033,Indiana,"44,159","46,467","48,937"
Delaware,18035,018035,Indiana,"36,727","38,153","40,948"
Dubois,18037,018037,Indiana,"55,580","56,927","59,524"
Elkhart,18039,018039,Indiana,"46,541","46,845","49,875"
Fayette,18041,018041,Indiana,"40,252","41,537","45,375"
Floyd,18043,018043,Indiana,"55,305","57,236","60,233"
Fountain,18045,018045,Indiana,"39,782","40,541","44,685"
Franklin,18047,018047,Indiana,"46,082","47,405","51,316"
Fulton,18049,018049,Indiana,"41,710","43,186","46,613"
Gibson,18051,018051,Indiana,"44,822","45,743","48,976"
Grant,18053,018053,Indiana,"40,073","40,647","43,997"
Greene,18055,018055,Indiana,"39,141","41,210","44,437"
Hamilton,18057,018057,Indiana,"76,293","78,343","80,426"
Hancock,18059,018059,Indiana,"51,058","52,151","55,084"
Harrison,18061,018061,Indiana,"42,212","43,675","46,468"
Hendricks,18063,018063,Indiana,"50,539","51,614","55,169"
Henry,18065,018065,Indiana,"38,092","39,833","43,016"
Howard,18067,018067,Indiana,"41,689","42,409","44,945"
Huntington,18069,018069,Indiana,"41,674","42,630","45,969"
Jackson,18071,018071,Indiana,"43,374","44,568","47,673"
Jasper,18073,018073,Indiana,"43,614","45,113","48,987"
Jay,18075,018075,Indiana,"38,551","37,883","42,194"
Jefferson,18077,018077,Indiana,"42,315","44,456","48,068"
Jennings,18079,018079,Indiana,"39,612","41,770","45,380"
Johnson,18081,018081,Indiana,"48,999","50,596","53,081"
Knox,18083,018083,Indiana,"44,094","44,926","49,156"
Kosciusko,18085,018085,Indiana,"47,670","48,877","51,687"
Lagrange,18087,018087,Indiana,"42,943","42,717","45,115"
Lake,18089,018089,Indiana,"45,236","45,974","49,229"
LaPorte,18091,018091,Indiana,"42,248","43,065","46,274"
Lawrence,18093,018093,Indiana,"40,664","42,567","45,897"
Madison,18095,018095,Indiana,"37,918","39,410","42,283"
Marion,18097,018097,Indiana,"52,513","56,383","59,264"
Marshall,18099,018099,Indiana,"41,769","42,204","45,277"
Martin,18101,018101,Indiana,"38,391","40,169","44,160"
Miami,18103,018103,Indiana,"34,632","35,442","37,669"
Monroe,18105,018105,Indiana,"42,192","44,014","46,693"
Montgomery,18107,018107,Indiana,"39,534","41,060","44,415"
Morgan,18109,018109,Indiana,"44,038","45,667","47,894"
Newton,18111,018111,Indiana,"39,533","40,954","46,215"
Noble,18113,018113,Indiana,"40,021","41,496","44,436"
Ohio,18115,018115,Indiana,"39,925","41,514","44,555"
Orange,18117,018117,Indiana,"37,740","38,167","41,640"
Owen,18119,018119,Indiana,"39,837","41,570","45,143"
Parke,18121,018121,Indiana,"35,798","37,924","41,554"
Perry,18123,018123,Indiana,"37,577","37,905","40,140"
Pike,18125,018125,Indiana,"40,160","41,612","44,603"
Porter,18127,018127,Indiana,"53,520","54,814","57,654"
Posey,18129,018129,Indiana,"48,136","51,656","54,646"
Pulaski,18131,018131,Indiana,"42,840","44,831","50,558"
Putnam,18133,018133,Indiana,"37,410","38,575","41,404"
Randolph,18135,018135,Indiana,"37,567","39,095","44,027"
Ripley,18137,018137,Indiana,"41,761","43,024","46,992"
Rush,18139,018139,Indiana,"44,792","46,328","49,889"
St. Joseph,18141,018141,Indiana,"47,718","48,244","51,141"
Scott,18143,018143,Indiana,"37,487","38,776","41,981"
Shelby,18145,018145,Indiana,"43,715","45,153","48,628"
Spencer,18147,018147,Indiana,"43,605","45,829","47,890"
Starke,18149,018149,Indiana,"34,643","35,468","38,910"
Steuben,18151,018151,Indiana,"43,764","45,556","48,032"
Sullivan,18153,018153,Indiana,"35,499","36,583","39,903"
Switzerland,18155,018155,Indiana,"31,534","32,559","35,647"
Tippecanoe,18157,018157,Indiana,"38,942","39,533","41,446"
Tipton,18159,018159,Indiana,"45,875","47,072","50,127"
Union,18161,018161,Indiana,"38,664","39,613","43,626"
Vanderburgh,18163,018163,Indiana,"45,350","47,499","50,033"
Vermillion,18165,018165,Indiana,"37,068","37,996","41,997"
Vigo,18167,018167,Indiana,"37,829","39,100","41,895"
Wabash,18169,018169,Indiana,"41,972","42,942","46,847"
Warren,18171,018171,Indiana,"43,529","44,397","49,845"
Warrick,18173,018173,Indiana,"56,722","58,628","60,188"
Washington,18175,018175,Indiana,"38,985","39,989","43,519"
Wayne,18177,018177,Indiana,"40,945","42,400","45,499"
Wells,18179,018179,Indiana,"41,889","42,730","45,704"
White,18181,018181,Indiana,"42,766","43,768","47,633"
Whitley,18183,018183,Indiana,"45,155","47,029","49,256"
Adair,19001,019001,Iowa,"51,910","51,911","56,422"
Adams,19003,019003,Iowa,"60,013","57,401","59,569"
Allamakee,19005,019005,Iowa,"46,440","48,046","51,107"
Appanoose,19007,019007,Iowa,"38,183","38,918","42,125"
Audubon,19009,019009,Iowa,"50,456","51,186","54,313"
Benton,19011,019011,Iowa,"52,840","53,675","57,277"
Black Hawk,19013,019013,Iowa,"45,028","46,103","49,133"
Boone,19015,019015,Iowa,"47,380","49,084","52,028"
Bremer,19017,019017,Iowa,"48,625","49,138","52,608"
Buchanan,19019,019019,Iowa,"47,927","48,404","51,065"
Buena Vista,19021,019021,Iowa,"45,429","44,069","48,077"
Butler,19023,019023,Iowa,"45,903","46,750","49,428"
Calhoun,19025,019025,Iowa,"48,536","49,151","52,585"
Carroll,19027,019027,Iowa,"54,375","53,342","56,244"
Cass,19029,019029,Iowa,"47,134","48,355","50,849"
Cedar,19031,019031,Iowa,"53,606","54,041","56,528"
Cerro Gordo,19033,019033,Iowa,"51,458","50,746","53,643"
Cherokee,19035,019035,Iowa,"60,086","56,677","60,881"
Chickasaw,19037,019037,Iowa,"57,666","55,503","59,495"
Clarke,19039,019039,Iowa,"41,375","40,631","43,807"
Clay,19041,019041,Iowa,"49,896","51,093","54,395"
Clayton,19043,019043,Iowa,"48,440","49,496","53,657"
Clinton,19045,019045,Iowa,"43,926","44,909","48,328"
Crawford,19047,019047,Iowa,"41,049","42,083","45,230"
Dallas,19049,019049,Iowa,"67,409","67,878","70,851"
Davis,19051,019051,Iowa,"38,647","39,508","41,649"
Decatur,19053,019053,Iowa,"34,732","35,075","38,347"
Delaware,19055,019055,Iowa,"51,013","50,248","54,843"
Des Moines,19057,019057,Iowa,"48,752","49,577","51,704"
Dickinson,19059,019059,Iowa,"59,230","61,473","63,319"
Dubuque,19061,019061,Iowa,"49,703","51,329","54,751"
Emmet,19063,019063,Iowa,"44,570","45,441","46,654"
Fayette,19065,019065,Iowa,"43,776","43,734","47,373"
Floyd,19067,019067,Iowa,"46,364","47,251","50,215"
Franklin,19069,019069,Iowa,"47,140","47,032","51,028"
Fremont,19071,019071,Iowa,"43,761","47,724","50,870"
Greene,19073,019073,Iowa,"46,954","48,006","52,647"
Grundy,19075,019075,Iowa,"51,112","51,819","55,615"
Guthrie,19077,019077,Iowa,"51,844","51,268","54,755"
Hamilton,19079,019079,Iowa,"54,236","50,543","51,584"
Hancock,19081,019081,Iowa,"52,790","51,365","54,318"
Hardin,19083,019083,Iowa,"48,418","47,644","50,328"
Harrison,19085,019085,Iowa,"45,088","47,471","49,678"
Henry,19087,019087,Iowa,"42,808","43,772","46,541"
Howard,19089,019089,Iowa,"48,497","48,597","52,726"
Humboldt,19091,019091,Iowa,"48,589","49,859","52,298"
Ida,19093,019093,Iowa,"50,870","52,025","57,429"
Iowa,19095,019095,Iowa,"53,500","54,941","58,759"
Jackson,19097,019097,Iowa,"44,437","45,994","49,878"
Jasper,19099,019099,Iowa,"42,019","43,692","46,473"
Jefferson,19101,019101,Iowa,"40,207","40,903","42,674"
Johnson,19103,019103,Iowa,"53,822","54,769","56,573"
Jones,19105,019105,Iowa,"43,438","44,454","47,506"
Keokuk,19107,019107,Iowa,"43,852","44,403","48,599"
Kossuth,19109,019109,Iowa,"51,412","50,442","53,422"
Lee,19111,019111,Iowa,"41,094","42,953","45,548"
Linn,19113,019113,Iowa,"52,725","53,578","56,592"
Louisa,19115,019115,Iowa,"41,954","42,777","44,821"
Lucas,19117,019117,Iowa,"41,442","42,585","44,707"
Lyon,19119,019119,Iowa,"57,059","55,786","57,766"
Madison,19121,019121,Iowa,"49,150","50,345","53,244"
Mahaska,19123,019123,Iowa,"43,180","43,462","46,388"
Marion,19125,019125,Iowa,"48,351","50,704","53,648"
Marshall,19127,019127,Iowa,"42,260","43,722","47,696"
Mills,19129,019129,Iowa,"54,814","58,598","60,384"
Mitchell,19131,019131,Iowa,"63,254","62,670","62,037"
Monona,19133,019133,Iowa,"44,626","46,952","50,807"
Monroe,19135,019135,Iowa,"43,339","45,325","48,423"
Montgomery,19137,019137,Iowa,"41,346","42,740","45,665"
Muscatine,19139,019139,Iowa,"46,619","48,157","51,135"
O'Brien,19141,019141,Iowa,"54,381","54,710","57,629"
Osceola,19143,019143,Iowa,"51,758","48,362","50,706"
Page,19145,019145,Iowa,"41,071","42,970","47,321"
Palo Alto,19147,019147,Iowa,"54,550","50,554","51,679"
Plymouth,19149,019149,Iowa,"55,481","56,634","59,460"
Pocahontas,19151,019151,Iowa,"53,255","52,929","53,074"
Polk,19153,019153,Iowa,"52,762","54,049","57,080"
Pottawattamie,19155,019155,Iowa,"44,820","45,642","47,921"
Poweshiek,19157,019157,Iowa,"44,959","46,021","50,139"
Ringgold,19159,019159,Iowa,"45,840","46,574","50,196"
Sac,19161,019161,Iowa,"54,227","56,400","59,653"
Scott,19163,019163,Iowa,"53,655","55,094","58,465"
Shelby,19165,019165,Iowa,"51,543","52,317","55,229"
Sioux,19167,019167,Iowa,"53,439","52,234","55,209"
Story,19169,019169,Iowa,"42,525","44,100","45,951"
Tama,19171,019171,Iowa,"45,254","46,647","52,315"
Taylor,19173,019173,Iowa,"40,877","41,479","44,763"
Union,19175,019175,Iowa,"40,565","41,084","43,735"
Van Buren,19177,019177,Iowa,"40,690","40,328","41,781"
Wapello,19179,019179,Iowa,"38,404","39,576","42,889"
Warren,19181,019181,Iowa,"50,327","51,955","54,251"
Washington,19183,019183,Iowa,"57,480","60,857","59,565"
Wayne,19185,019185,Iowa,"42,610","42,605","46,743"
Webster,19187,019187,Iowa,"44,853","46,562","48,862"
Winnebago,19189,019189,Iowa,"42,605","42,377","45,722"
Winneshiek,19191,019191,Iowa,"48,612","49,610","54,036"
Woodbury,19193,019193,Iowa,"43,130","44,690","47,731"
Worth,19195,019195,Iowa,"40,467","41,710","45,566"
Wright,19197,019197,Iowa,"51,879","48,770","52,825"
Allen,20001,020001,Kansas,"39,665","42,756","45,840"
Anderson,20003,020003,Kansas,"38,277","39,196","43,864"
Atchison,20005,020005,Kansas,"38,114","39,743","42,974"
Barber,20007,020007,Kansas,"42,895","43,570","49,804"
Barton,20009,020009,Kansas,"45,018","47,429","49,436"
Bourbon,20011,020011,Kansas,"45,029","41,792","44,521"
Brown,20013,020013,Kansas,"45,226","45,349","48,026"
Butler,20015,020015,Kansas,"46,265","48,192","50,789"
Chase,20017,020017,Kansas,"51,234","50,941","56,852"
Chautauqua,20019,020019,Kansas,"40,456","41,514","44,908"
Cherokee,20021,020021,Kansas,"40,588","41,760","44,739"
Cheyenne,20023,020023,Kansas,"45,903","45,768","54,465"
Clark,20025,020025,Kansas,"54,118","54,420","60,647"
Clay,20027,020027,Kansas,"41,849","43,526","47,126"
Cloud,20029,020029,Kansas,"38,195","39,807","44,452"
Coffey,20031,020031,Kansas,"52,834","52,701","56,988"
Comanche,20033,020033,Kansas,"42,445","40,844","46,141"
Cowley,20035,020035,Kansas,"37,835","39,690","42,334"
Crawford,20037,020037,Kansas,"37,947","39,587","42,963"
Decatur,20039,020039,Kansas,"42,366","43,934","51,018"
Dickinson,20041,020041,Kansas,"41,120","42,873","47,348"
Doniphan,20043,020043,Kansas,"39,552","42,643","44,885"
Douglas,20045,020045,Kansas,"43,888","45,174","47,494"
Edwards,20047,020047,Kansas,"54,395","53,549","61,904"
Elk,20049,020049,Kansas,"38,988","38,779","42,431"
Ellis,20051,020051,Kansas,"45,419","47,072","50,785"
Ellsworth,20053,020053,Kansas,"43,626","46,178","47,276"
Finney,20055,020055,Kansas,"43,473","43,588","46,899"
Ford,20057,020057,Kansas,"39,188","40,145","45,081"
Franklin,20059,020059,Kansas,"42,645","43,930","46,437"
Geary,20061,020061,Kansas,"49,684","52,022","54,663"
Gove,20063,020063,Kansas,"57,091","56,396","61,150"
Graham,20065,020065,Kansas,"48,953","49,939","56,190"
Grant,20067,020067,Kansas,"46,105","43,820","44,835"
Gray,20069,020069,Kansas,"60,129","57,854","60,355"
Greeley,20071,020071,Kansas,"72,675","66,094","89,737"
Greenwood,20073,020073,Kansas,"40,959","41,837","46,032"
Hamilton,20075,020075,Kansas,"54,743","55,843","75,840"
Harper,20077,020077,Kansas,"46,455","52,777","57,870"
Harvey,20079,020079,Kansas,"42,453","43,822","46,698"
Haskell,20081,020081,Kansas,"61,737","52,604","56,311"
Hodgeman,20083,020083,Kansas,"53,439","53,124","61,030"
Jackson,20085,020085,Kansas,"42,018","43,163","46,523"
Jefferson,20087,020087,Kansas,"44,870","44,598","48,099"
Jewell,20089,020089,Kansas,"49,161","49,336","55,860"
Johnson,20091,020091,Kansas,"74,892","78,670","80,681"
Kearny,20093,020093,Kansas,"50,336","52,915","61,932"
Kingman,20095,020095,Kansas,"43,294","46,275","50,889"
