LawId,State,Title,Text,Type,Topic,Enacted_Date,Amended_Date,Recent?,Significant_Update_Date,Tech_Categories,User_Categories,Incentive_Categories,Regulation_Categories
12592,AZ,Electric Vehicle Supply Equipment (EVSE) Pilot Program - Arizona Public Service Company (APS),"APS offers free EVSE, installation, maintenance, and educational
services to its workplace, fleet, and multi-unit dwelling customers
through the Take Charge AZ pilot program. For more information,
including eligibility, see the Reference [Take Charge
AZ](https://www.aps.com/en/About/Sustainability-and-Innovation/Technology-and-Innovation/Electric-vehicles/Take-Charge-AZ)
website.
",Utility/Private Incentives,,,,False,2021-06-11 21:12:05 UTC,ELEC|PHEV,STATION|FLEET|MUD,OTHER,
12593,AZ,Commercial Electrification Rebates - Salt River Project (SRP),"SRP offers commercial customers rebates for the purchase or lease of
electric forklifts, electric truck refrigeration units (TRUs) charging
infrastructure, truck charging bays, electric vehicle supply equipment
(EVSE), and custom electrification projects. Equipment must be installed
between May 1, 2021 and April 30, 2022. Rebate amounts for each
technology type are as follows:

  Technology                                Rebate Amounts
  ----------------------------------------- ---------------------------------------------------------------------------------------------
  Class 1 or 2 Electric Forklift            Up to \$2,000 per forklift
  Electric Forklift Charger                 \$150 per charger
  Electric TRU Charger                      \$1,000 per port
  Truck Stop and Truck Fleet Charging Bay   \$1,000 per bay
  Level 2 EVSE                              \$1,500 per port; up to 50 ports
  Custom Electrification Project            \$0.10 per annual kilowatt-hour load added by each piece of medium- or heavy-duty equipment

Applicants may receive up \$50,000 in rebates through the Business
Solutions Electric Technology Program. For more information, including
eligibility requirements, visit the [Electrification
Rebates](https://savewithsrpbiz.com/rebates/electrictechnology.aspx)
website.
",Utility/Private Incentives,,,,False,2021-06-11 21:42:19 UTC,ELEC|OTHER|PHEV,STATION|FLEET,RBATE,
12594,AZ,Commercial Electrification Assessment Incentives - Salt River Project (SRP),"SRP offers funding to trained vendors who study electrification
opportunities for commercial non-road equipment through the Electric
Qualified Service Provider Assessment (eQSP) Program and on-road
electrification opportunities for fleets under the Fleet Advisory
Services (FAS) Program. Maximum funding amounts for each study through
the eQSP and FAS Program are \$10,000 and \$20,000, respectively. For
more information, including eligibility requirements, visit the
[Electrification
Rebates](https://savewithsrpbiz.com/rebates/electrictechnology.aspx)
website.
",Utility/Private Incentives,,,,False,2021-06-11 22:04:01 UTC,ELEC|HEV,FLEET,OTHER,
12600,AZ,Plug-In Electric Vehicle (PEV) Rebate - Salt River Project (SRP),"SRP offers residential customers a \$1,000 rebate for the purchase or
lease of a PEV. For more information, including how to apply, see the
[SRP Drive
Electric](https://www.srpnet.com/electric/home/cars/start.aspx) website.
",Utility/Private Incentives,,,,False,2021-06-14 15:14:49 UTC,ELEC|PHEV,IND,RBATE,
12767,AZ,Plug-In Electric Vehicle (PEV) Infrastructure Support,"Arizona utilities joined the National Electric Highway Coalition (NEHC),
committing to create a network of direct current fast (DC Fast) charging
stations connecting major highway systems from the Atlantic Coast to the
Pacific of the United States. NEHC utility members agree to ensure
efficient and effective fast charging deployment plans that enable long
distance EV travel, avoiding duplication among coalition utilities, and
complement existing corridor DC fast charging sites. For more
information, including a list of participating utilities and states, see
the [NEHC](https://www.eei.org/issuesandpolicy/Pages/NEHC.aspx) website.
",Utility/Private Incentives,,,,True,2022-01-03 20:52:37 UTC,ELEC|PHEV,STATION|AFP|IND,OTHER,
4219,CA,Employer Invested Emissions Reduction Funding - South Coast,"The South Coast Air Quality Management District (SCAQMD) administers the
Air Quality Investment Program (AQIP). AQIP provides funding to allow
employers within SCAQMD\'s jurisdiction to make annual investments into
an administered fund to meet employers\' emissions reduction targets.
The revenues collected are used to fund alternative mobile source
emissions and trip reduction programs, including alternative fuel
vehicle projects, on an on-going basis. Programs such as low emission,
alternative fuel, or zero emission vehicle procurement and old vehicle
scrapping may be considered for funding. For more information, including
current requests for proposals and funding opportunities, see the
[AQIP](http://www.aqmd.gov/home/programs/business/business-detail?title=air-quality-investment-program)
website.
",State Incentives,,,,False,,BIOD|ETH|ELEC|HEV|HY|NG|PHEV|LPG,STATION|MAN|FLEET,GNT,
4241,CA,Plug-In Electric Vehicle (PEV) Charging Rate Reduction - SMUD,"The Sacramento Municipal Utility District (SMUD) offers a discounted
rate to residential customers for electricity used to charge PEVs. For
more information, see the SMUD [Time-of-Day
Rate](https://www.smud.org/en/Rate-Information/Time-of-Day-rates/Time-of-Day-5-8pm-Rate)
website.
",Utility/Private Incentives,,,,False,2018-11-14 16:18:22 UTC,ELEC|PHEV,IND,OTHER,
4249,CA,Zero Emission Vehicle (ZEV) Production Requirements,"The California Air Resources Board (CARB) certifies new passenger cars,
light-duty trucks, and medium-duty passenger vehicles as ZEVs if the
vehicles produce zero exhaust emissions of any criteria pollutant (or
precursor pollutant) under all possible operational modes and
conditions. Manufacturers with annual sales between 4,501 and 60,000
vehicles may comply with the ZEV requirements through multiple
alternative compliance options that include producing low emission
vehicles and obtaining ZEV credits. Manufacturers with annual sales of
4,500 vehicles or less are not subject to this regulation.

CARB\'s emissions control program for MY 2017 through 2025 combines the
control of smog, soot, and greenhouse gases (GHGs) and requirements for
ZEVs into a single package of standards called Advanced Clean Cars. In
December 2012, CARB finalized new regulatory requirements that allow
vehicle manufacturer compliance with the U.S. Environmental Protection
Agency\'s GHG requirements for MY 2017-2025 to serve as compliance with
California\'s adopted GHG emissions requirements for those same model
years.

The accounting procedures for MY 2018-2025 are based on a credit system
as shown in the table below. The minimum ZEV requirement for each
manufacturer includes the percentage of passenger cars and light-duty
trucks produced by the manufacturer and delivered for sale in
California. The regulation also includes opportunities for compliance
with transitional zero emission vehicles, which must demonstrate certain
exhaust emissions standards, evaporative emissions standards, on-board
diagnostic requirements, and extended warranties.

MY

ZEV Requirement

2021

12%

2022

14.5%

2023

17%

2024

19.5%

2025 and later

22%

For more information, see the CARB [ZEV
Program](http://www.arb.ca.gov/msprog/zevprog/zevprog.htm) website.
(Reference [California Code of Regulations](http://www.oal.ca.gov/)
Title 13, Section 1962 -1962.2)
",Laws and Regulations,,,2012-01-01 00:00:00 UTC,False,,ELEC|HY|PHEV,MAN,,AIRQEMISSIONS|OTHER
5359,CA,High Occupancy Vehicle (HOV) and High Occupancy Toll (HOT) Lane Exemption,"Compressed natural gas, hydrogen, electric, and plug-in hybrid electric
vehicles meeting specified California and federal emissions standards
and affixed with a California Department of Motor Vehicles (DMV) Clean
Air Vehicle sticker may use HOV lanes regardless of the number of
occupants in the vehicle. First-time applicants must have a household
income at or below 80% of the state median income. Purple stickers
expire January 1, 2023; and orange stickers issued on or after January
1, 2020, expire January 1, 2024.

The California Department of Transportation must publish a report by
June 1, 2023, detailing the number of stickers issued under this
program. Vehicles originally issued white or green decals prior to 2017
are no longer eligible to participate in this program. Vehicles with
stickers are also eligible for reduced rates on or exemptions from toll
charges imposed on HOT lanes. For more information and restrictions,
including a list of qualifying vehicles, see the California Air
Resources Board [Carpool
Stickers](http://www.arb.ca.gov/msprog/carpool/carpool.htm) website.

(Reference [California Vehicle
Code](https://leginfo.legislature.ca.gov/faces/home.xhtml) 5205.5 and
21655.9)
",State Incentives,,2006-09-29 00:00:00 UTC,2018-09-13 00:00:00 UTC,False,2020-11-13 02:35:45 UTC,ELEC|HY|NG|PHEV,FLEET|GOV|IND,EXEM,
5681,CA,Alternative Fuel and Vehicle Policy Development,"The California Energy Commission (CEC) must prepare and submit an
Integrated Energy Policy Report (IEPR) to the governor on a biannual
basis. The IEPR provides an overview of major energy trends and issues
facing the state, including those related to transportation fuels,
technologies, and infrastructure. The IEPR also examines potential
effects of alternative fuels use, vehicle efficiency improvements, and
shifts in transportation modes on public health and safety, the economy,
resources, the environment, and energy security. The IEPR\'s primary
purpose is to develop energy policies that conserve resources, protect
the environment, ensure energy reliability, enhance the state\'s
economy, and protect public health and safety.

As of November 1, 2015, and every four years thereafter, the CEC must
also include in the IEPR strategies to maximize the benefits of natural
gas in various sectors. This includes the use of natural gas as a
transportation fuel. For more information, see the [2020 Integrated
Energy Policy
Report](https://www.energy.ca.gov/data-reports/reports/integrated-energy-policy-report/2020-integrated-energy-policy-report-update).
(Reference [California Public Resources
Code](https://leginfo.legislature.ca.gov/faces/home.xhtml) 25302 and
25303.5)
",Laws and Regulations,,2013-10-11 00:00:00 UTC,,False,,BIOD|ETH|ELEC|HEV|HY|NG|PHEV|LPG,OTHER,,CCEINIT
5682,CA,Mobile Source Emissions Reduction Requirements,"Through its Mobile Sources Program, the California Air Resources Board
(CARB) has developed programs and policies to reduce emissions from
on-road heavy-duty diesel vehicles through the installation of verified
diesel emission control strategies (VDECS) and vehicle replacements.

The [on-road heavy-duty diesel vehicle
rule](http://www.arb.ca.gov/msprog/onrdiesel/onrdiesel.htm) (i.e., truck
and bus regulation) requires the retrofit and replacement of nearly all
privately owned vehicles operated in California with a gross vehicle
weight rating (GVWR) greater than 14,000 pounds (lbs.). School buses
owned by private and public entities and federal government owned
vehicles are also included in the scope of the rule. By January 1, 2023,
nearly all vehicles must have engines certified to the 2010 engine
standard or equivalent. The [drayage truck
rule](http://www.arb.ca.gov/msprog/onroad/porttruck/porttruck.htm)
regulates heavy-duty diesel-fueled vehicles that transport cargo to and
from California\'s ports and intermodal rail facilities. The rule
requires that certain drayage trucks be equipped with VDECS and that all
applicable vehicles have engines certified to the 2007 emissions
standards. By January 1, 2023, all applicable vehicles must have engines
certified to 2010 standards. The [solid waste collection vehicle
rule](http://www.arb.ca.gov/msprog/swcv/swcv.htm) regulates solid waste
collection vehicles with a gross vehicle weight rating of 14,000 lbs. or
more that operate on diesel fuel, have 1960 through 2006 engine models,
and collect waste for a fee. The [fleet rule for public agencies and
utilities](https://ww3.arb.ca.gov/msprog/publicfleets/publicfleets.htm)
requires fleets to install VDECS on vehicles or purchase vehicles that
run on alternative fuels or use advanced technologies to achieve
emissions requirements by specified implementation dates.

(Reference [California Code of Regulations](http://www.oal.ca.gov/)
Title 13, 2021-2027)
",Laws and Regulations,,,2018-12-17 00:00:00 UTC,False,2018-12-20 22:52:44 UTC,BIOD|ELEC|HEV|HY|NG|PHEV|LPG,FLEET|GOV,,REQ|AIRQEMISSIONS
